id,children,depth,followers,has_steps,hierarchy,prerequisites,progress_id,root_id,root_title,title,topological_index,is_deprecated,theory,root_subgroup_title,parent_id,verification_step,url
153,"[113, 163, 518]",4,[252],False,"[1162, 1164, 73, 252]","[113, 163, 518]",2-153,1162,Computer science,Simple programs,357,False,,Programming languages,252,,https://hyperskill.org/topics/153
555,[],4,"[747, 698, 1276]",True,"[1162, 610, 540, 747]",[476],2-555,1162,Computer science,Connecting JS to HTML,361,False,7510,Frontend,747,7517,https://hyperskill.org/topics/555
902,[],4,"[903, 901]",True,"[1162, 1164, 620, 901]",[728],2-902,1162,Computer science,Introduction to Promises,369,False,9980,Programming languages,901,9985,https://hyperskill.org/topics/902
903,[],4,"[901, 1026, 1024, 1276]",True,"[1162, 1164, 620, 901]",[902],2-903,1162,Computer science,"""then"", ""catch"" and ""finally"" methods",370,False,9989,Programming languages,901,9992,https://hyperskill.org/topics/903
1522,[1252],4,[1251],False,"[1162, 1164, 209, 1251]",[1252],2-1522,1162,Computer science,Additional libraries,373,False,,Programming languages,1251,,https://hyperskill.org/topics/1522
698,[],4,"[704, 1103, 730, 762]",True,"[1162, 1164, 620, 762]","[594, 695, 555, 689]",2-698,1162,Computer science,DOM methods,374,False,8662,Programming languages,762,8667,https://hyperskill.org/topics/698
704,[],4,"[1026, 729, 762]",True,"[1162, 1164, 620, 762]","[665, 1025, 698]",2-704,1162,Computer science,"The ""addEventListener"" method",375,False,8723,Programming languages,762,8850,https://hyperskill.org/topics/704
1026,[],4,"[675, 761]",True,"[1162, 1164, 620, 761]","[869, 688, 903, 704]",2-1026,1162,Computer science,Anonymous function,376,False,10865,Programming languages,761,10871,https://hyperskill.org/topics/1026
675,[],4,"[1719, 703, 1024, 761]",True,"[1162, 1164, 620, 761]","[665, 1026]",2-675,1162,Computer science,Arrow functions,377,False,8455,Programming languages,761,8848,https://hyperskill.org/topics/675
1719,[],4,"[1745, 1242]",True,"[1162, 1164, 620, 1242]","[640, 675]",2-1719,1162,Computer science,Introduction to arrays,378,False,16141,Programming languages,1242,,https://hyperskill.org/topics/1719
1745,[],4,"[1996, 1994, 1812, 1810, 1779, 1746, 1720, 774, 921, 1242]",True,"[1162, 1164, 620, 1242]",[1719],2-1745,1162,Computer science,Array creation,379,False,16356,Programming languages,1242,,https://hyperskill.org/topics/1745
1996,[],4,[1242],True,"[1162, 1164, 620, 1242]",[1745],2-1996,1162,Computer science,Array iterating,380,False,18287,Programming languages,1242,,https://hyperskill.org/topics/1996
1994,[],4,[1242],True,"[1162, 1164, 620, 1242]",[1745],2-1994,1162,Computer science,Array searching,381,False,18267,Programming languages,1242,,https://hyperskill.org/topics/1994
1812,[],4,[1242],True,"[1162, 1164, 620, 1242]",[1745],2-1812,1162,Computer science,Array transforming,382,False,16907,Programming languages,1242,,https://hyperskill.org/topics/1812
1810,[],4,[1242],True,"[1162, 1164, 620, 1242]",[1745],2-1810,1162,Computer science,Object iterator,383,False,16899,Programming languages,1242,,https://hyperskill.org/topics/1810
1779,[],4,[1242],True,"[1162, 1164, 620, 1242]",[1745],2-1779,1162,Computer science,Array reducing,384,False,16628,Programming languages,1242,,https://hyperskill.org/topics/1779
1746,[],4,[1242],True,"[1162, 1164, 620, 1242]",[1745],2-1746,1162,Computer science,Array slicing,385,False,16365,Programming languages,1242,,https://hyperskill.org/topics/1746
1720,[],4,[1242],True,"[1162, 1164, 620, 1242]",[1745],2-1720,1162,Computer science,Array sorting,386,False,16151,Programming languages,1242,,https://hyperskill.org/topics/1720
900,[],4,[761],True,"[1162, 1164, 620, 761]","[665, 664, 703]",2-900,1162,Computer science,Function constructor,388,False,9971,Programming languages,761,9976,https://hyperskill.org/topics/900
1024,[],4,[761],True,"[1162, 1164, 620, 761]","[903, 675]",2-1024,1162,Computer science,Async/await,389,False,10848,Programming languages,761,10855,https://hyperskill.org/topics/1024
478,[],4,"[1872, 879, 543, 544, 748]",True,"[1162, 610, 540, 748]",[552],2-478,1162,Computer science,HTML forms,392,False,6560,Frontend,748,6568,https://hyperskill.org/topics/478
642,[],4,"[1196, 1051, 1050]",True,"[1162, 610, 588, 1050]","[1004, 996, 1093]",2-642,1162,Computer science,Positioning Properties,393,False,8204,Frontend,1050,8209,https://hyperskill.org/topics/642
660,[],4,"[1116, 1105, 754, 1274]",True,"[1162, 610, 588, 754]","[1004, 996]",2-660,1162,Computer science,Margin and padding,398,False,8346,Frontend,754,8350,https://hyperskill.org/topics/660
658,[],4,"[1116, 754]",True,"[1162, 610, 588, 754]","[1004, 996]",2-658,1162,Computer science,Width and height,399,False,8325,Frontend,754,8332,https://hyperskill.org/topics/658
1211,"[508, 511, 530, 565]",4,[482],False,"[1162, 1164, 331, 482]","[508, 511, 530, 565]",2-1211,1162,Computer science,Methods,405,False,,Programming languages,482,,https://hyperskill.org/topics/1211
512,[],4,"[464, 873, 1576, 1047, 1687, 1706, 1450, 701, 1483, 1282, 850]",True,"[1162, 1163, 357, 850]",[872],2-512,1162,Computer science,Files,406,False,13025,Fundamentals,850,13030,https://hyperskill.org/topics/512
461,"[464, 873, 1584]",4,[1251],False,"[1162, 1164, 209, 1251]","[464, 873, 1584]",2-461,1162,Computer science,Files,410,False,,Programming languages,1251,,https://hyperskill.org/topics/461
653,"[651, 677, 678]",4,[1203],False,"[1162, 1164, 331, 1203]","[651, 677, 678]",2-653,1162,Computer science,Iterators and generators,440,False,,Programming languages,1203,,https://hyperskill.org/topics/653
729,[],4,[762],True,"[1162, 1164, 620, 762]","[728, 704]",2-729,1162,Computer science,Keyboard events handling,444,False,8898,Programming languages,762,8905,https://hyperskill.org/topics/729
1240,"[663, 664, 688, 728, 703, 771, 880, 1707]",4,[1306],False,"[1162, 1164, 620, 1306]","[663, 664, 688, 728, 703, 771, 880, 1707]",2-1240,1162,Computer science,Operations,450,False,,Programming languages,1306,,https://hyperskill.org/topics/1240
773,"[1006, 774, 775, 806]",4,[1306],False,"[1162, 1164, 620, 1306]","[1006, 774, 775, 806]",2-773,1162,Computer science,Loops,453,False,,Programming languages,1306,,https://hyperskill.org/topics/773
893,[],4,[758],True,"[1162, 1164, 620, 758]",[728],2-893,1162,Computer science,JavaScript Code Style,463,False,9916,Programming languages,758,12768,https://hyperskill.org/topics/893
450,[],4,"[1638, 1181]",True,"[1162, 1166, 446, 1181]","[1449, 444, 1448, 493]",2-450,1162,Computer science,Introduction to Django,471,False,6277,Backend,1181,6284,https://hyperskill.org/topics/450
1820,[],4,"[524, 1793, 1545, 1544]",True,"[525, 1923, 1141, 1544]",[1372],2-1820,525,Math,"Vectors, matrices, scalars",473,False,16969,Algebra,1544,,https://hyperskill.org/topics/1820
524,[],4,"[868, 541, 821, 1127, 1921]",True,"[525, 1923, 1141, 821]",[1820],2-524,525,Math,Introduction to matrices,474,False,7112,Algebra,821,7120,https://hyperskill.org/topics/524
868,[],4,"[1799, 915, 917, 928, 1016, 867, 1802]",True,"[1162, 962, 1169, 867]","[401, 395, 444, 440, 524]",2-868,1162,Computer science,Intro to NumPy,475,False,9672,Data science,867,11117,https://hyperskill.org/topics/868
915,[],4,"[1800, 1158, 867, 1174]",True,"[1162, 962, 1169, 867]","[406, 434, 868]",2-915,1162,Computer science,Array creation and indexing,479,False,10077,Data science,867,10084,https://hyperskill.org/topics/915
1798,"[1799, 1947]",4,[1803],False,"[1162, 962, 1169, 1803]","[1799, 1947]",2-1798,1162,Computer science,Matplotlib overview,487,False,,Data science,1803,,https://hyperskill.org/topics/1798
917,[],4,[867],True,"[1162, 962, 1169, 867]","[395, 475, 868]",2-917,1162,Computer science,Data types in NumPy,490,False,10095,Data science,867,10099,https://hyperskill.org/topics/917
928,[],4,[867],True,"[1162, 962, 1169, 867]",[868],2-928,1162,Computer science,Operations with an array,491,False,10170,Data science,867,10176,https://hyperskill.org/topics/928
536,"[1571, 1572]",4,[1250],False,"[1162, 1164, 209, 1250]","[1571, 1572]",2-536,1162,Computer science,Exceptions,496,False,,Programming languages,1250,,https://hyperskill.org/topics/536
609,[],4,"[459, 1236, 1736]",True,"[1162, 1166, 458, 1236]","[15, 1449, 493]",2-609,1162,Computer science,Introduction to Spring boot,499,False,7944,Backend,1236,7947,https://hyperskill.org/topics/609
459,[],4,"[460, 1236]",True,"[1162, 1166, 458, 1236]","[314, 609]",2-459,1162,Computer science,Getting started with Spring Boot,500,False,6336,Backend,1236,6337,https://hyperskill.org/topics/459
1575,[],4,"[1700, 1243]",True,"[1162, 1167, 456, 1243]",[1008],2-1575,1162,Computer science,build.gradle files,506,False,15053,Mobile,1243,,https://hyperskill.org/topics/1575
1244,"[1066, 457, 1008, 1700, 1543, 1067]",4,[1243],False,"[1162, 1167, 456, 1243]","[1066, 457, 1008, 1700, 1543, 1067]",2-1244,1162,Computer science,Introduction to Android,512,False,,Mobile,1243,,https://hyperskill.org/topics/1244
982,"[547, 885, 1037]",4,[1557],False,"[1162, 1164, 331, 1557]","[547, 885, 1037]",2-982,1162,Computer science,Time,533,False,,Programming languages,1557,,https://hyperskill.org/topics/982
957,"[419, 420, 1106, 449, 936]",4,[1205],False,"[1162, 1164, 331, 1205]","[419, 420, 1106, 449, 936]",2-957,1162,Computer science,Errors and exceptions,547,False,,Programming languages,1205,,https://hyperskill.org/topics/957
1212,"[923, 533, 566, 919, 584]",4,[482],False,"[1162, 1164, 331, 482]","[923, 533, 566, 919, 584]",2-1212,1162,Computer science,Advanced OOP,550,False,,Programming languages,482,,https://hyperskill.org/topics/1212
948,[],4,"[1399, 947]",True,"[1162, 610, 588, 947]","[1004, 996]",2-948,1162,Computer science,Introduction to animation,552,False,10287,Frontend,947,10291,https://hyperskill.org/topics/948
1207,"[488, 489, 490]",4,[482],False,"[1162, 1164, 331, 482]","[488, 489, 490]",2-1207,1162,Computer science,Classes,556,False,,Programming languages,482,,https://hyperskill.org/topics/1207
934,[],4,"[1192, 933]",True,"[1162, 1164, 620, 933]","[619, 695, 671, 493]",2-934,1162,Computer science,Introduction to React,559,False,10203,Programming languages,933,10206,https://hyperskill.org/topics/934
188,"[9, 201, 98, 1862]",4,[252],False,"[1162, 1164, 73, 252]","[9, 201, 98, 1862]",2-188,1162,Computer science,Strings,564,False,,Programming languages,252,,https://hyperskill.org/topics/188
1791,[],4,"[895, 1190]",True,"[525, 1922, 938, 1190]",[],2-1791,525,Math,Limits of sequences,565,False,16743,Analysis,1190,,https://hyperskill.org/topics/1791
895,[],4,"[1099, 1098, 1190]",True,"[525, 1922, 938, 1190]","[723, 1791]",2-895,525,Math,A limit of a function,566,False,9941,Analysis,1190,11580,https://hyperskill.org/topics/895
1099,[],4,"[939, 1190]",True,"[525, 1922, 938, 1190]",[895],2-1099,525,Math,Operations with limits,567,False,11627,Analysis,1190,11634,https://hyperskill.org/topics/1099
939,[],4,"[1019, 1190]",True,"[525, 1922, 938, 1190]",[1099],2-939,525,Math,Limits: indeterminate forms,568,False,10262,Analysis,1190,10268,https://hyperskill.org/topics/939
1019,[],4,"[1075, 940, 1285, 1422, 1191]",True,"[525, 1922, 938, 1191]",[939],2-1019,525,Math,Introduction to derivatives,569,False,10822,Analysis,1191,10826,https://hyperskill.org/topics/1019
1075,[],4,"[1114, 1183, 1191]",True,"[525, 1922, 938, 1191]",[1019],2-1075,525,Math,Derivatives of polynomials,570,False,11408,Analysis,1191,11416,https://hyperskill.org/topics/1075
1114,[],4,"[1155, 1191]",True,"[525, 1922, 938, 1191]",[1075],2-1114,525,Math,Derivatives of trigonometric functions,571,False,11742,Analysis,1191,11748,https://hyperskill.org/topics/1114
1155,[],4,"[1153, 1191]",True,"[525, 1922, 938, 1191]",[1114],2-1155,525,Math,A composite function and its derivative,572,False,12037,Analysis,1191,12045,https://hyperskill.org/topics/1155
1153,[],4,"[1154, 1191]",True,"[525, 1922, 938, 1191]",[1155],2-1153,525,Math,Implicit derivatives,573,False,12022,Analysis,1191,12026,https://hyperskill.org/topics/1153
1154,[],4,"[1152, 1191]",True,"[525, 1922, 938, 1191]",[1153],2-1154,525,Math,A derivative of logarithmic functions,574,False,12029,Analysis,1191,12034,https://hyperskill.org/topics/1154
1152,[],4,"[1321, 1191]",True,"[525, 1922, 938, 1191]",[1154],2-1152,525,Math,A derivative of exponential functions,575,False,12014,Analysis,1191,12021,https://hyperskill.org/topics/1152
386,"[260, 999, 387, 388, 389, 390, 391]",4,[262],True,"[1162, 1163, 258, 262]","[260, 999, 387, 388, 389, 390, 391]",2-386,1162,Computer science,Intellij IDEA,582,False,,Fundamentals,262,,https://hyperskill.org/topics/386
157,[],4,"[52, 160, 326, 156, 354, 353, 323, 317, 316, 159, 1638, 1732, 1454, 1769, 1911, 1186]",True,"[1162, 1163, 357, 1186]",[117],2-157,1162,Computer science,The concept of patterns,583,False,3611,Fundamentals,1186,3307,https://hyperskill.org/topics/157
1793,[],4,"[778, 1822, 1544]",True,"[525, 1923, 1141, 1544]",[1820],2-1793,525,Math,Vector operations,597,False,16763,Algebra,1544,,https://hyperskill.org/topics/1793
778,[],4,"[1821, 785, 1544]",True,"[525, 1923, 1141, 1544]","[723, 1793]",2-778,525,Math,Vector space,598,False,17805,Algebra,1544,9173,https://hyperskill.org/topics/778
1116,[],4,"[1117, 1115]",True,"[1162, 610, 588, 1115]","[594, 1315, 660, 658, 1553]",2-1116,1162,Computer science,Introduction to Flexbox,602,False,11760,Frontend,1115,11766,https://hyperskill.org/topics/1116
1117,[],4,"[1118, 1115]",True,"[1162, 610, 588, 1115]",[1116],2-1117,1162,Computer science,Orientation and display order,603,False,11768,Frontend,1115,11773,https://hyperskill.org/topics/1117
1118,[],4,"[1119, 1115]",True,"[1162, 610, 588, 1115]",[1117],2-1118,1162,Computer science,"Flexibility, growth and contraction ratio",604,False,11776,Frontend,1115,11781,https://hyperskill.org/topics/1118
1119,[],4,[1115],True,"[1162, 610, 588, 1115]",[1118],2-1119,1162,Computer science,Axis alignment,605,False,11784,Frontend,1115,11790,https://hyperskill.org/topics/1119
541,[],4,"[542, 821]",True,"[525, 1923, 1141, 821]",[524],2-541,525,Math,Types of matrices,633,False,17812,Algebra,821,15952,https://hyperskill.org/topics/541
542,[],4,"[560, 821]",True,"[525, 1923, 1141, 821]",[541],2-542,525,Math,Operations with matrices,634,False,7296,Algebra,821,7304,https://hyperskill.org/topics/542
1781,[],4,[878],True,"[1162, 610, 588, 878]","[594, 1004, 996]",2-1781,1162,Computer science,Media queries,635,False,16645,Frontend,878,,https://hyperskill.org/topics/1781
355,"[356, 770, 724]",4,[1215],False,"[1162, 1164, 73, 1215]","[356, 770, 724]",2-355,1162,Computer science,IO streams,639,False,,Programming languages,1215,,https://hyperskill.org/topics/355
61,"[60, 164, 59, 65, 102, 513, 165, 875]",4,[1260],False,"[1162, 1164, 73, 1260]","[60, 164, 59, 65, 102, 513, 165, 875]",2-61,1162,Computer science,Exception handling,644,False,,Programming languages,1260,,https://hyperskill.org/topics/61
1103,[],4,[762],True,"[1162, 1164, 620, 762]",[698],2-1103,1162,Computer science,ClassList,646,False,11653,Programming languages,762,11661,https://hyperskill.org/topics/1103
1713,[],4,"[1715, 1770]",True,"[1162, 1167, 456, 1715]",[1345],2-1713,1162,Computer science,Loading images with Picasso,660,False,16044,Mobile,1715,,https://hyperskill.org/topics/1713
661,[],4,"[1094, 1105, 754]",True,"[1162, 610, 588, 754]",[593],2-661,1162,Computer science,Border,662,False,8355,Frontend,754,8359,https://hyperskill.org/topics/661
1094,[],4,[924],True,"[1162, 610, 588, 924]","[594, 661]",2-1094,1162,Computer science,Text Alignment,663,False,11589,Frontend,924,11598,https://hyperskill.org/topics/1094
1664,[1176],4,[1656],False,"[1162, 1163, 520, 1656]",[1176],2-1664,1162,Computer science,SQLite,665,False,,Fundamentals,1656,,https://hyperskill.org/topics/1664
1049,[],4,[924],True,"[1162, 610, 588, 924]","[1004, 996]",2-1049,1162,Computer science,line-height,672,False,11153,Frontend,924,11159,https://hyperskill.org/topics/1049
601,[],4,"[1586, 924]",True,"[1162, 610, 588, 924]",[593],2-601,1162,Computer science,Google Fonts,674,False,7844,Frontend,924,7849,https://hyperskill.org/topics/601
847,"[849, 897, 1040, 1070]",4,[1259],False,"[1162, 1164, 73, 1259]","[849, 897, 1040, 1070]",2-847,1162,Computer science,JDBC,679,False,,Programming languages,1259,,https://hyperskill.org/topics/847
426,"[414, 421, 466, 444, 1170]",4,[1201],False,"[1162, 1164, 331, 1201]","[414, 421, 466, 444, 1170]",2-426,1162,Computer science,Modules and packages,681,False,,Programming languages,1201,,https://hyperskill.org/topics/426
1150,[],4,"[1333, 1230, 1290]",True,"[1162, 1167, 456, 1290]","[226, 457, 1489, 1597]",2-1150,1162,Computer science,Toast,685,False,11973,Mobile,1290,11978,https://hyperskill.org/topics/1150
1499,"[1151, 1907, 1345, 1333]",4,[1290],False,"[1162, 1167, 456, 1290]","[1151, 1907, 1345, 1333]",2-1499,1162,Computer science,Views,687,False,,Mobile,1290,,https://hyperskill.org/topics/1499
1498,"[1540, 1357, 1433]",4,[1290],False,"[1162, 1167, 456, 1290]","[1540, 1357, 1433]",2-1498,1162,Computer science,Navigation,693,False,,Mobile,1290,,https://hyperskill.org/topics/1498
1289,"[1013, 1851, 1149, 1628, 1782, 1283]",4,[1243],False,"[1162, 1167, 456, 1243]","[1013, 1851, 1149, 1628, 1782, 1283]",2-1289,1162,Computer science,Application components,695,False,,Mobile,1243,,https://hyperskill.org/topics/1289
1230,[],4,[1290],True,"[1162, 1167, 456, 1290]","[432, 1045, 600, 1150]",2-1230,1162,Computer science,AlertDialog,696,False,12330,Mobile,1290,12337,https://hyperskill.org/topics/1230
1363,[],4,[1243],True,"[1162, 1167, 456, 1243]","[1685, 1628]",2-1363,1162,Computer science,Handlers,697,False,13046,Mobile,1243,13053,https://hyperskill.org/topics/1363
1293,"[1467, 1468, 1148]",4,[1292],False,"[1162, 1167, 456, 1292]","[1467, 1468, 1148]",2-1293,1162,Computer science,Persistence,700,False,,Mobile,1292,,https://hyperskill.org/topics/1293
1817,"[1818, 1897, 1819, 1831, 1882]",4,[1205],False,"[1162, 1164, 331, 1205]","[1818, 1897, 1819, 1831, 1882]",2-1817,1162,Computer science,Code performance,703,False,,Programming languages,1205,,https://hyperskill.org/topics/1817
257,[],4,"[255, 261]",True,"[1162, 1163, 258, 261]",[],2-257,1162,Computer science,Starting with GitHub,704,False,4802,Fundamentals,261,4806,https://hyperskill.org/topics/257
254,"[107, 169]",4,[1259],False,"[1162, 1164, 73, 1259]","[107, 169]",2-254,1162,Computer science,Essential standard classes,707,False,,Programming languages,1259,,https://hyperskill.org/topics/254
1586,[],4,[924],True,"[1162, 610, 588, 924]","[1574, 601]",2-1586,1162,Computer science,Fonts,708,False,15189,Frontend,924,,https://hyperskill.org/topics/1586
255,[],4,"[293, 261]",True,"[1162, 1163, 258, 261]",[257],2-255,1162,Computer science,Fork and pull request,709,False,4803,Fundamentals,261,4810,https://hyperskill.org/topics/255
1556,"[615, 1047, 1074]",4,[1204],False,"[1162, 1164, 331, 1204]","[615, 1047, 1074]",2-1556,1162,Computer science,Interaction with OS,712,False,,Programming languages,1204,,https://hyperskill.org/topics/1556
504,"[1121, 228, 613, 1286]",4,[1251],False,"[1162, 1164, 209, 1251]","[1121, 228, 613, 1286]",2-504,1162,Computer science,Standard libraries,714,False,,Programming languages,1251,,https://hyperskill.org/topics/504
1652,"[559, 692, 693, 892, 694, 1160, 980]",4,[946],False,"[1162, 1163, 520, 946]","[559, 692, 693, 892, 694, 1160, 980]",2-1652,1162,Computer science,Retrieving Data,717,False,,Fundamentals,946,,https://hyperskill.org/topics/1652
1655,[1120],4,[946],False,"[1162, 1163, 520, 946]",[1120],2-1655,1162,Computer science,Subqueries,719,False,,Fundamentals,946,,https://hyperskill.org/topics/1655
1829,[],4,"[1786, 1497, 1807, 1496]",True,"[1162, 1164, 1492, 1496]",[1692],2-1829,1162,Computer science,Introduction to Go,721,False,17073,Programming languages,1496,,https://hyperskill.org/topics/1829
495,[],4,"[1470, 691, 700, 1872, 599, 474, 1953, 1392, 595, 468]",True,"[1162, 1163, 357, 468]",[494],2-495,1162,Computer science,HTTP messages,723,False,6752,Fundamentals,468,6758,https://hyperskill.org/topics/495
302,"[303, 1470]",4,[1259],False,"[1162, 1164, 73, 1259]","[303, 1470]",2-302,1162,Computer science,Networking,725,False,,Programming languages,1259,,https://hyperskill.org/topics/302
1638,[],4,"[451, 1953, 1181]",True,"[1162, 1166, 446, 1181]","[450, 157, 1849]",2-1638,1162,Computer science,Django MVC,731,False,15548,Backend,1181,,https://hyperskill.org/topics/1638
451,[],4,"[1641, 500, 1181]",True,"[1162, 1166, 446, 1181]",[1638],2-451,1162,Computer science,Django project structure,732,False,6285,Backend,1181,6292,https://hyperskill.org/topics/451
1641,[],4,"[486, 1181]",True,"[1162, 1166, 446, 1181]","[395, 415, 494, 451]",2-1641,1162,Computer science,Starting a project,733,False,15547,Backend,1181,,https://hyperskill.org/topics/1641
1865,[],4,"[1872, 1867, 1864, 1915, 1871]",True,"[1162, 1166, 1863, 1864]","[1449, 444, 1448, 918, 493, 1849]",2-1865,1162,Computer science,Introduction to Flask,734,False,17324,Backend,1864,,https://hyperskill.org/topics/1865
1872,[],4,"[1867, 1864, 1915]",True,"[1162, 1166, 1863, 1864]","[394, 478, 936, 495, 1865]",2-1872,1162,Computer science,Routes,735,False,17350,Backend,1864,,https://hyperskill.org/topics/1872
1867,[],4,"[1868, 1864, 1873, 1984]",True,"[1162, 1166, 1863, 1864]","[408, 503, 1865, 1872]",2-1867,1162,Computer science,Requests,736,False,17333,Backend,1864,,https://hyperskill.org/topics/1867
1868,[],4,"[1864, 1875, 1870, 1876, 1984]",True,"[1162, 1166, 1863, 1864]",[1867],2-1868,1162,Computer science,Responses,737,False,17392,Backend,1864,,https://hyperskill.org/topics/1868
1875,[],4,"[1915, 1874]",True,"[1162, 1166, 1863, 1874]",[1868],2-1875,1162,Computer science,Access from browser,739,False,17374,Backend,1874,,https://hyperskill.org/topics/1875
1915,[],4,"[1982, 1873, 1983, 1896, 1870]",True,"[1162, 1166, 1863, 1896]","[476, 1865, 1872, 1875]",2-1915,1162,Computer science,Intro to templates and rendering,740,False,17702,Backend,1896,,https://hyperskill.org/topics/1915
1982,[],4,"[1896, 1870]",True,"[1162, 1166, 1863, 1896]",[1915],2-1982,1162,Computer science,Jinja conditions,741,False,18156,Backend,1896,,https://hyperskill.org/topics/1982
1873,[],4,[1869],True,"[1162, 1166, 1863, 1869]","[1867, 1915]",2-1873,1162,Computer science,Error handlers,742,False,17366,Backend,1869,,https://hyperskill.org/topics/1873
1983,[],4,[1896],True,"[1162, 1166, 1863, 1896]",[1915],2-1983,1162,Computer science,Jinja Loops,743,False,18165,Backend,1896,,https://hyperskill.org/topics/1983
1871,[],4,"[1870, 1869]",True,"[1162, 1166, 1863, 1869]","[466, 488, 475, 420, 1047, 1865]",2-1871,1162,Computer science,App configuration,745,False,17357,Backend,1869,,https://hyperskill.org/topics/1871
1870,[],4,[1869],True,"[1162, 1166, 1863, 1869]","[393, 1868, 1915, 1982, 1871]",2-1870,1162,Computer science,Advanced responses,746,False,17341,Backend,1869,,https://hyperskill.org/topics/1870
963,[],4,"[967, 964, 1330]",True,"[1162, 962, 1168, 1330]","[333, 266]",2-963,1162,Computer science,Intro to Machine Learning,747,False,10403,Data science,1330,10405,https://hyperskill.org/topics/963
964,[],4,"[1330, 1525, 1035, 1076, 1843, 1073]",True,"[1162, 962, 1168, 1330]",[963],2-964,1162,Computer science,Typical ML pipeline,749,False,10411,Data science,1330,10415,https://hyperskill.org/topics/964
1545,[],4,"[1821, 1544, 1319]",True,"[525, 1923, 1141, 1544]",[1820],2-1545,525,Math,Norm of a vector,752,False,14832,Algebra,1544,,https://hyperskill.org/topics/1545
1821,[],4,"[560, 808, 1544, 890]",True,"[525, 1923, 1141, 1544]","[778, 1545]",2-1821,525,Math,Vector dot product,753,False,16977,Algebra,1544,,https://hyperskill.org/topics/1821
560,[],4,"[1016, 781, 1369, 782, 1337, 821]",True,"[525, 1923, 1141, 821]","[542, 1821]",2-560,525,Math,Matrix multiplication,754,False,7372,Algebra,821,7379,https://hyperskill.org/topics/560
1016,[],4,"[1044, 1056, 867]",True,"[1162, 962, 1169, 867]","[868, 560]",2-1016,1162,Computer science,Operations with several arrays,755,False,10785,Data science,867,10793,https://hyperskill.org/topics/1016
1044,[],4,[867],True,"[1162, 962, 1169, 867]",[1016],2-1044,1162,Computer science,Boolean operations on arrays,756,False,11070,Data science,867,11075,https://hyperskill.org/topics/1044
1035,[],4,"[1059, 1680, 1328]",True,"[1162, 962, 1168, 1328]",[964],2-1035,1162,Computer science,Introduction to classification,772,False,10942,Data science,1328,10949,https://hyperskill.org/topics/1035
1059,[],4,"[1077, 1686, 1901, 1328]",True,"[1162, 962, 1168, 1328]",[1035],2-1059,1162,Computer science,Accuracy and confusion matrix,773,False,11245,Data science,1328,,https://hyperskill.org/topics/1059
1587,[],4,[878],True,"[1162, 610, 588, 878]",[593],2-1587,1162,Computer science,Vertical-align,775,False,15198,Frontend,878,,https://hyperskill.org/topics/1587
1052,[],4,[878],True,"[1162, 610, 588, 878]",[593],2-1052,1162,Computer science,Opacity,776,False,11169,Frontend,878,11174,https://hyperskill.org/topics/1052
945,"[767, 765, 860, 766, 862]",4,[946],False,"[1162, 1163, 520, 946]","[767, 765, 860, 766, 862]",2-945,1162,Computer science,Data Modification Language,783,False,,Fundamentals,946,,https://hyperskill.org/topics/945
1239,"[641, 676, 689, 686, 1932, 1811]",4,[1306],False,"[1162, 1164, 620, 1306]","[641, 676, 689, 686, 1932, 1811]",2-1239,1162,Computer science,Data Types,791,False,,Programming languages,1306,,https://hyperskill.org/topics/1239
1822,[],4,"[781, 785, 1056, 1544]",True,"[525, 1923, 1141, 1544]",[1793],2-1822,525,Math,Linear combinations and linear independence,794,False,16989,Algebra,1544,,https://hyperskill.org/topics/1822
781,[],4,"[1369, 1335, 1337, 821]",True,"[525, 1923, 1141, 821]","[560, 1822]",2-781,525,Math,Matrix determinant,795,False,9184,Algebra,821,9189,https://hyperskill.org/topics/781
1369,[],4,"[782, 1642, 821]",True,"[525, 1923, 1141, 821]","[560, 781]",2-1369,525,Math,Matrix inverse,796,False,13067,Algebra,821,13073,https://hyperskill.org/topics/1369
782,[],4,"[622, 829]",True,"[525, 1923, 1141, 829]","[560, 1369]",2-782,525,Math,Matrix representation of systems of linear equations,797,False,9194,Algebra,829,9201,https://hyperskill.org/topics/782
622,[],4,"[623, 1001, 829]",True,"[525, 1923, 1141, 829]",[782],2-622,525,Math,Row transformations,798,False,8039,Algebra,829,8046,https://hyperskill.org/topics/622
623,[],4,"[1335, 783, 829]",True,"[525, 1923, 1141, 829]",[622],2-623,525,Math,Row echelon form,799,False,8050,Algebra,829,8056,https://hyperskill.org/topics/623
1335,[],4,[829],True,"[525, 1923, 1141, 829]","[781, 623]",2-1335,525,Math,Matrix rank,800,False,12842,Algebra,829,12852,https://hyperskill.org/topics/1335
783,[],4,[829],True,"[525, 1923, 1141, 829]",[623],2-783,525,Math,Solving linear systems using the Gauss elimination,801,False,9205,Algebra,829,9214,https://hyperskill.org/topics/783
1001,[],4,[829],True,"[525, 1923, 1141, 829]",[622],2-1001,525,Math,Row operations as matrix multiplication,802,False,10644,Algebra,829,10650,https://hyperskill.org/topics/1001
599,[],4,"[673, 1392, 1984, 468]",True,"[1162, 1163, 357, 468]",[495],2-599,1162,Computer science,REST,804,False,7834,Fundamentals,468,7841,https://hyperskill.org/topics/599
1076,[],4,"[1077, 1415, 1327]",True,"[1162, 962, 1168, 1327]",[964],2-1076,1162,Computer science,Introduction to regression,805,False,11417,Data science,1327,11423,https://hyperskill.org/topics/1076
